real_mbti,minimal,modern,natural,romantic,casual,vintage,individuality,useful
ESTJ,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.252762968495368,1.3862943611198906,0.6931471805599453,1.3862943611198906
INTJ,1.5040773967762742,1.3862943611198906,1.3862943611198906,1.252762968495368,1.0986122886681098,1.252762968495368,0.6931471805599453,1.252762968495368
ENFP,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.5040773967762742,1.252762968495368,1.3862943611198906,0.6931471805599453,1.6094379124341003
ISTJ,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.9162907318741551,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098
ESFJ,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.0,1.252762968495368
INFP,1.252762968495368,1.3862943611198906,1.3862943611198906,1.252762968495368,1.252762968495368,1.252762968495368,1.0986122886681098,1.3862943611198906
ENFP,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.9162907318741551,0.9162907318741551,1.3862943611198906
ISTJ,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.0,0.0,1.6094379124341003
ESFJ,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.9162907318741551,0.6931471805599453,0.0,0.0,1.3862943611198906
INFJ,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.9162907318741551,0.6931471805599453,0.9162907318741551,0.4054651081081644,1.252762968495368
ISFP,1.5040773967762742,1.3862943611198906,1.3862943611198906,1.252762968495368,1.252762968495368,1.252762968495368,0.9162907318741551,1.3862943611198906
INTJ,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.4054651081081644,1.252762968495368,0.6931471805599453,0.6931471805599453,1.3862943611198906
ESTP,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.9162907318741551,1.0986122886681098
ESFJ,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.9162907318741551,1.0986122886681098,1.3862943611198906,0.6931471805599453,1.3862943611198906
ENFJ,1.252762968495368,1.6094379124341003,1.0986122886681098,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.4054651081081644,1.252762968495368
ENTP,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.252762968495368,1.5040773967762742,1.0986122886681098,1.5040773967762742,1.3862943611198906
INTP,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.252762968495368,1.5040773967762742
ESFJ,1.5040773967762742,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.9162907318741551,1.0986122886681098,0.9162907318741551,1.0986122886681098
ESFP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,0.9162907318741551,1.5040773967762742,0.0,1.5040773967762742
ESFJ,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003
ENFP,1.3862943611198906,1.0986122886681098,1.6094379124341003,1.5040773967762742,1.5040773967762742,1.252762968495368,1.252762968495368,1.252762968495368
ENTP,1.3862943611198906,1.0986122886681098,0.0,0.4054651081081644,0.0,1.0986122886681098,0.0,0.6931471805599453
INFP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.252762968495368,1.252762968495368,1.3862943611198906,0.4054651081081644,1.6094379124341003
INFP,1.5040773967762742,1.6094379124341003,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.252762968495368
ESTJ,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.252762968495368,0.9162907318741551,1.6094379124341003
ENTJ,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.9162907318741551,0.4054651081081644,1.0986122886681098,0.4054651081081644,1.0986122886681098
ENTJ,1.3862943611198906,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.5040773967762742
ISTP,1.252762968495368,1.3862943611198906,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.9162907318741551,0.9162907318741551,1.252762968495368
ESTP,1.5040773967762742,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906
ESTJ,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.9162907318741551,0.6931471805599453,0.4054651081081644,1.3862943611198906
ISTP,1.5040773967762742,1.3862943611198906,0.6931471805599453,1.252762968495368,1.0986122886681098,1.6094379124341003,1.6094379124341003,0.9162907318741551
ENFJ,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.252762968495368,1.252762968495368,1.252762968495368,1.0986122886681098,1.3862943611198906
INTP,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.252762968495368,1.0986122886681098,1.5040773967762742,0.6931471805599453,1.3862943611198906
ENFJ,1.252762968495368,1.3862943611198906,1.0986122886681098,0.9162907318741551,1.252762968495368,1.252762968495368,0.9162907318741551,1.3862943611198906
ISFJ,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.9162907318741551,0.6931471805599453,0.0,1.5040773967762742
ISFJ,1.252762968495368,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.4054651081081644,0.0,0.0,1.0986122886681098
ISTP,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.5040773967762742,1.3862943611198906,1.3862943611198906,1.252762968495368
ESFJ,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.9162907318741551,1.0986122886681098
ENFP,1.5040773967762742,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.9162907318741551,1.0986122886681098,0.6931471805599453,1.3862943611198906
INTP,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.9162907318741551,0.9162907318741551,0.0,1.3862943611198906
ENFP,1.252762968495368,1.0986122886681098,1.6094379124341003,1.252762968495368,1.252762968495368,1.6094379124341003,1.252762968495368,0.9162907318741551
INFJ,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.252762968495368,0.4054651081081644,1.0986122886681098,0.0,1.0986122886681098
ISTP,0.4054651081081644,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098
ENTP,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.9162907318741551,0.9162907318741551,0.9162907318741551,0.6931471805599453,1.252762968495368
ENFJ,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.252762968495368,1.252762968495368,1.3862943611198906,0.9162907318741551,1.5040773967762742
ESFJ,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.252762968495368,1.252762968495368,0.9162907318741551,1.0986122886681098,1.3862943611198906
ISTJ,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.252762968495368,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.3862943611198906
ENFJ,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.252762968495368,0.9162907318741551,1.3862943611198906,1.3862943611198906
INTP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003
ISFJ,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.252762968495368,0.9162907318741551,0.9162907318741551,1.3862943611198906
ISTJ,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.4054651081081644,1.0986122886681098,0.4054651081081644,0.4054651081081644,1.3862943611198906
ISTP,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.9162907318741551,0.0,0.0,1.3862943611198906
ENFP,1.0986122886681098,1.3862943611198906,1.6094379124341003,1.5040773967762742,0.4054651081081644,1.0986122886681098,0.6931471805599453,1.0986122886681098
ISTJ,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.252762968495368,0.4054651081081644,0.6931471805599453,0.6931471805599453,1.0986122886681098
ESTP,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.252762968495368,1.0986122886681098,0.9162907318741551,0.4054651081081644,1.3862943611198906
ISFJ,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.252762968495368,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
ENTJ,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.9162907318741551,0.9162907318741551,0.0,1.3862943611198906
ISFP,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.3862943611198906,0.9162907318741551,0.9162907318741551,1.6094379124341003
ENTP,1.252762968495368,1.3862943611198906,1.0986122886681098,0.9162907318741551,0.9162907318741551,1.252762968495368,0.4054651081081644,1.252762968495368
ISFP,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.3862943611198906
INFP,1.252762968495368,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0,0.9162907318741551
ISFJ,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.252762968495368,0.9162907318741551,1.3862943611198906
ESFP,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.5040773967762742,1.5040773967762742,1.252762968495368,1.6094379124341003,1.5040773967762742
INFJ,1.5040773967762742,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.252762968495368,1.0986122886681098,1.0986122886681098,1.5040773967762742
INTP,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.9162907318741551,1.3862943611198906,1.0986122886681098,1.252762968495368,1.5040773967762742
ISFP,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.252762968495368,0.6931471805599453,0.6931471805599453,1.5040773967762742
ISTJ,1.5040773967762742,1.6094379124341003,1.0986122886681098,0.9162907318741551,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906
ESTP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003
ISFP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.252762968495368,1.252762968495368,0.6931471805599453,1.6094379124341003
INFJ,1.5040773967762742,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.252762968495368,0.6931471805599453,1.0986122886681098,1.5040773967762742
ISFP,1.252762968495368,1.6094379124341003,1.0986122886681098,1.252762968495368,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.6094379124341003
ESFP,1.252762968495368,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.252762968495368,1.252762968495368,1.0986122886681098
INFP,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906
ISTJ,1.252762968495368,1.6094379124341003,1.0986122886681098,1.3862943611198906,1.252762968495368,1.6094379124341003,0.4054651081081644,1.6094379124341003
INTJ,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.0,0.4054651081081644,1.252762968495368
INFJ,1.252762968495368,1.3862943611198906,1.3862943611198906,1.252762968495368,1.5040773967762742,1.5040773967762742,1.5040773967762742,1.3862943611198906
ENFP,1.0986122886681098,1.6094379124341003,0.0,0.4054651081081644,1.3862943611198906,0.0,1.0986122886681098,1.5040773967762742
ISFJ,1.3862943611198906,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.9162907318741551,0.9162907318741551,0.0,1.5040773967762742
ESFJ,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.252762968495368,0.6931471805599453,0.9162907318741551,0.4054651081081644,1.0986122886681098
INFJ,1.5040773967762742,1.3862943611198906,1.6094379124341003,1.252762968495368,1.252762968495368,0.6931471805599453,0.9162907318741551,1.252762968495368
INTJ,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.9162907318741551,1.252762968495368,0.6931471805599453,1.252762968495368,1.3862943611198906
INTJ,1.5040773967762742,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.6094379124341003
ISFJ,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.3862943611198906,0.9162907318741551,1.0986122886681098,0.6931471805599453,1.252762968495368
ENFP,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.5040773967762742,0.9162907318741551,1.6094379124341003,1.5040773967762742
INFP,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.252762968495368,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.5040773967762742
INFP,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.252762968495368,1.252762968495368,0.9162907318741551,0.6931471805599453,1.252762968495368
ISFP,1.3862943611198906,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.4054651081081644,1.252762968495368
ISFP,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.252762968495368,1.3862943611198906,1.5040773967762742,0.6931471805599453,1.6094379124341003
INFP,1.252762968495368,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.4054651081081644,1.3862943611198906
INTJ,1.252762968495368,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.9162907318741551,0.9162907318741551,1.252762968495368,1.0986122886681098
ISFJ,1.252762968495368,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.252762968495368
ISFP,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.252762968495368,0.9162907318741551,0.9162907318741551,1.3862943611198906
INFJ,1.252762968495368,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.4054651081081644,1.0986122886681098,0.0,0.9162907318741551
INFP,1.252762968495368,1.6094379124341003,1.3862943611198906,1.252762968495368,0.9162907318741551,1.0986122886681098,0.0,1.5040773967762742
INFP,1.252762968495368,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.252762968495368,1.0986122886681098,0.9162907318741551,1.252762968495368
ISTJ,1.3862943611198906,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.9162907318741551,0.0,1.3862943611198906
ISFJ,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.9162907318741551,0.9162907318741551,0.4054651081081644,0.0,1.5040773967762742
INTJ,1.5040773967762742,1.3862943611198906,1.6094379124341003,1.0986122886681098,0.9162907318741551,0.9162907318741551,0.4054651081081644,1.252762968495368
ISTJ,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.252762968495368,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.6094379124341003
ISFP,1.3862943611198906,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.9162907318741551,0.6931471805599453,0.9162907318741551,1.252762968495368
INTP,1.252762968495368,1.3862943611198906,1.6094379124341003,1.252762968495368,1.0986122886681098,1.252762968495368,0.0,1.5040773967762742
ENFP,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.252762968495368,1.3862943611198906,1.0986122886681098,0.9162907318741551,1.5040773967762742
ESFJ,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.6931471805599453,1.252762968495368
INTP,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906
ISTJ,1.252762968495368,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906
ESFP,1.3862943611198906,1.6094379124341003,1.0986122886681098,1.252762968495368,0.9162907318741551,0.6931471805599453,0.4054651081081644,1.3862943611198906
INFP,1.252762968495368,1.6094379124341003,1.3862943611198906,0.9162907318741551,1.252762968495368,0.6931471805599453,0.6931471805599453,1.5040773967762742
INFP,1.5040773967762742,1.6094379124341003,1.0986122886681098,0.9162907318741551,1.0986122886681098,1.0986122886681098,0.9162907318741551,1.5040773967762742
ENTP,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.252762968495368,1.0986122886681098,0.6931471805599453,1.5040773967762742
ENFJ,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.252762968495368,1.6094379124341003,1.0986122886681098,1.5040773967762742
INFP,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.4054651081081644,1.252762968495368,1.5040773967762742,1.5040773967762742,1.3862943611198906
ISFJ,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.9162907318741551,1.0986122886681098,0.4054651081081644,1.3862943611198906
ISFJ,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.9162907318741551,1.5040773967762742
ISTJ,1.252762968495368,1.3862943611198906,0.0,0.0,1.252762968495368,1.6094379124341003,0.6931471805599453,1.3862943611198906
INTP,1.252762968495368,1.6094379124341003,0.6931471805599453,0.4054651081081644,1.3862943611198906,0.0,0.6931471805599453,1.6094379124341003
ISTJ,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.9162907318741551,0.0,0.9162907318741551
INFJ,1.5040773967762742,1.3862943611198906,0.0,0.0,1.0986122886681098,0.6931471805599453,1.252762968495368,1.0986122886681098
INTJ,1.252762968495368,1.3862943611198906,0.6931471805599453,0.9162907318741551,1.3862943611198906,0.9162907318741551,0.6931471805599453,1.5040773967762742
INFP,1.5040773967762742,1.6094379124341003,1.3862943611198906,1.3862943611198906,0.9162907318741551,1.252762968495368,0.9162907318741551,1.3862943611198906
INTJ,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.9162907318741551,0.6931471805599453,1.0986122886681098
ENFP,1.5040773967762742,1.3862943611198906,1.6094379124341003,1.252762968495368,1.252762968495368,1.0986122886681098,0.9162907318741551,1.3862943611198906
ENFP,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.252762968495368,1.0986122886681098,1.252762968495368
ISTJ,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.4054651081081644,0.0,1.252762968495368
INFP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.5040773967762742,1.0986122886681098,1.0986122886681098,0.9162907318741551,1.3862943611198906
ENTP,1.5040773967762742,1.6094379124341003,1.0986122886681098,0.9162907318741551,1.252762968495368,0.9162907318741551,0.9162907318741551,1.5040773967762742
INFP,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.5040773967762742,1.252762968495368,1.5040773967762742,1.6094379124341003
ISFJ,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.0,0.0,1.6094379124341003
ESFP,1.5040773967762742,1.6094379124341003,1.3862943611198906,0.9162907318741551,1.5040773967762742,0.0,1.0986122886681098,1.6094379124341003
INFJ,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.0,0.0,1.6094379124341003
ESFJ,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.252762968495368,0.9162907318741551,1.6094379124341003
ENFP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.252762968495368,0.0,1.6094379124341003
ESTJ,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.5040773967762742,0.9162907318741551,1.3862943611198906,0.4054651081081644,1.3862943611198906
ISFJ,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.9162907318741551,0.0,1.5040773967762742
INFJ,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.9162907318741551,1.3862943611198906,0.4054651081081644,1.3862943611198906
ENFP,1.252762968495368,1.3862943611198906,1.0986122886681098,1.252762968495368,1.0986122886681098,1.252762968495368,0.6931471805599453,1.3862943611198906
ISFJ,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.9162907318741551,1.0986122886681098,0.0,1.5040773967762742
ISFP,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.252762968495368,1.6094379124341003,0.6931471805599453,1.6094379124341003
ISFP,1.3862943611198906,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.252762968495368,0.6931471805599453,0.6931471805599453,1.5040773967762742
ISFP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.5040773967762742,1.6094379124341003,1.6094379124341003
ESTP,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.9162907318741551,0.6931471805599453,0.4054651081081644,1.3862943611198906
INTP,1.5040773967762742,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.252762968495368,0.0,1.6094379124341003
ISFP,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0,0.0,1.252762968495368
INFP,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.5040773967762742,1.3862943611198906,1.252762968495368,1.5040773967762742,1.252762968495368
ISFP,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.9162907318741551,0.6931471805599453,0.6931471805599453,1.252762968495368
ENFP,1.5040773967762742,1.6094379124341003,1.3862943611198906,0.9162907318741551,0.6931471805599453,1.252762968495368,1.0986122886681098,1.252762968495368
ESTJ,1.3862943611198906,1.6094379124341003,1.3862943611198906,0.9162907318741551,0.9162907318741551,1.0986122886681098,0.4054651081081644,1.3862943611198906
ISFP,1.5040773967762742,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.0,1.252762968495368
ENFJ,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.9162907318741551,0.9162907318741551,0.9162907318741551,1.0986122886681098,0.9162907318741551
ENTP,1.5040773967762742,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.3862943611198906
ESTJ,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.4054651081081644,0.6931471805599453,1.0986122886681098,0.0,1.252762968495368
ISFP,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.9162907318741551,1.6094379124341003
INTP,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.9162907318741551,0.4054651081081644,0.6931471805599453,1.252762968495368
INFP,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.9162907318741551,1.3862943611198906,0.0,1.252762968495368
ISTP,1.5040773967762742,1.3862943611198906,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.0,1.0986122886681098
INFP,1.252762968495368,1.0986122886681098,1.6094379124341003,1.252762968495368,0.6931471805599453,0.4054651081081644,0.0,1.0986122886681098
ENFP,0.9162907318741551,1.0986122886681098,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
INFJ,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.252762968495368,1.252762968495368,1.6094379124341003,0.6931471805599453,1.6094379124341003
ENTP,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.9162907318741551,0.9162907318741551,1.0986122886681098
ISTP,1.3862943611198906,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.4054651081081644,1.252762968495368
INTP,1.252762968495368,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.9162907318741551,1.252762968495368,0.0,1.252762968495368
ISFP,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.252762968495368,0.9162907318741551,0.6931471805599453,1.3862943611198906
